cnpj;matriz;data_abertura;n_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cep;bairro;municipio;uf;situacao;classif_natureza_juridica;vl_latitude;vl_longitude;vl_total_veiculos_antt;vl_total_veiculos_leves;vl_total_veiculos_pesados;simples;qt_filial;simei;de_saude_tributaria;de_nivel_atividade
02415583018860;FILIAL;2010-01-18;IGREJA MUNDIAL DO PODER DE DEUS;3220;ORGANIZACAO RELIGIOSA;PRACA MAIACA;1;03584010;JARDIM BRASILIA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5532735;-46,4929894;S/N;S/N;S/N;NAO;S/N;NAO;VERMELHO;BAIXA
15579251000140;MATRIZ;2012-05-18;MOEMA COUTO PINHEIRO ALMEIDA ME;2135;EMPRESARIO INDIVIDUAL;SITIO PAUD OLEO;SN;63190000;ZONA RURAL;SANTANA DO CARIRI;CE;ATIVA;PRIVADO;-7,186097;-39,7375141;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
01387686001230;FILIAL;2010-03-22;REDE FURNAS COMERCIO DE COMBUSTIVEIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA BR 101;1079;88970000;TRES COQUEIROS;SAO JOAO DO SUL;SC;ATIVA;PRIVADO;-29,2254566;-49,8066687;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
13285562000170;MATRIZ;2011-02-14;GR COMERCIO DE SEMENTES EIRELI EPP;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;AVENIDA OTACILIO JOSE DOS SANTOS;SN;78600000;REMANESCENTE VI;BARRA DO GARCAS;MT;ATIVA;PRIVADO;-15,8840977;-52,2680932;S/N;S/N;S/N;NAO;1;NAO;VERDE;ALTA
10918590000190;MATRIZ;2009-06-10;JD MATERIAIS DE CONSTRUCAO E TERRAPLANAGEM LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;QUADRA 83;SN;72883514;JARDIM ABC;CIDADE OCIDENTAL;GO;ATIVA;PRIVADO;-16,1078206;-47,9265787;S/N;0;1;SIM;S/N;NAO;AZUL;ALTA
14738987000150;MATRIZ;2011-12-06;ELIFAS LEVI GOMES DE PAIVA ME;2135;EMPRESARIO INDIVIDUAL;RUA 4;SN;78128512;SANTA MARIA;VARZEA GRANDE;MT;ATIVA;PRIVADO;-15,6327379;-56,120352;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
16597592000100;MATRIZ;2012-07-18;A A H SERVICOS MEDICOS EIRELI;2313;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA SIMPLES;RUA 10 DE MAIO;283;28300000;CENTRO;ITAPERUNA;RJ;ATIVA;PRIVADO;-21,205142;-41,8887174;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
12760735000100;MATRIZ;2010-10-01;DRRV CALCADOS E ACESSORIOS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PIRATININGA;644;09550160;SANTA PAULA;SAO CAETANO DO SUL;SP;ATIVA;PRIVADO;-23,6200296;-46,5565887;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
12577371000110;MATRIZ;2010-09-24;JORGE LIMA DE OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MONTEIRO DE SOUZA;641;69550045;CENTRO;TEFE;AM;ATIVA;PRIVADO;-3,3480121;-64,7078372;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
12448597000110;MATRIZ;2010-08-27;ANA CRISTINA DOS SANTOS RAMOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA IOLANDA GUIMARAES;20;35420000;PASSAGEM DE MARIANA;MARIANA;MG;BAIXADA;PRIVADO;-20,3950258;-43,4380374;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;INATIVA
12118835000120;MATRIZ;2010-06-17;AMAZON COMERCIO E MEDICAMENTOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ADUTORA;504;68372570;JARDIM INDEPENDENTE II;ALTAMIRA;PA;ATIVA;PRIVADO;-3,2245059;-52,2207624;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
10631843000140;MATRIZ;2009-01-27;VALERIA SIMONIKA POIATTE ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE CLAUDINO BARBOSA;961;83045260;AFONSO PENA;SAO JOSE DOS PINHAIS;PR;ATIVA;PRIVADO;-25,5115283;-49,1841684;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
10293607000160;MATRIZ;2008-08-26;ACAI MINAS DISTRIBUICAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MINAS GERAIS;1030;38700323;SANTA TEREZINHA;PATOS DE MINAS;MG;BAIXADA;PRIVADO;-18,6029879;-46,5246858;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
11681504000130;MATRIZ;2010-03-09;DAMIAO DE OLIVEIRA MELO ME;2135;EMPRESARIO INDIVIDUAL;RUA LEONCIO WANDERLEY;548;58700120;CENTRO;PATOS;PB;ATIVA;PRIVADO;-7,029707;-37,2785166;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
13391471000110;MATRIZ;2011-02-08;MARLA ANDREA CARVALHO ME;2135;EMPRESARIO INDIVIDUAL;RUA ARNO GIEHL;486;93950000;INDUSTRIAL;DOIS IRMAOS;RS;ATIVA;PRIVADO;-29,5919308;-51,0800359;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
11684111000180;MATRIZ;2010-03-15;F DOS SANTOS VALET ME;2135;EMPRESARIO INDIVIDUAL;RUA RAPOSO DA FONSECA;1014;08460520;CIDADE POPULAR;SAO PAULO;SP;ATIVA;PRIVADO;-23,5558375;-46,3957171;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
15697189000190;MATRIZ;2012-06-13;JOAO AIRTON LOPES ASSUNCAO MEI;2135;EMPRESARIO INDIVIDUAL;TRAVESSA PARANAGUA;106;96840390;ANA NERY;SANTA CRUZ DO SUL;RS;ATIVA;PRIVADO;-29,7367647;-52,4300883;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
15226274000170;MATRIZ;2012-03-14;MAGALHAES & GUIMARAES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE DE LIMA;515;64056130;SAO CRISTOVAO;TERESINA;PI;ATIVA;PRIVADO;-5,0778447;-42,7696005;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
15422518000190;MATRIZ;2012-04-25;KARLA JUSSARA DOS SANTOS COSTA;2135;EMPRESARIO INDIVIDUAL;RUA FIGUEIRA;7941;59067540;PITIMBU;NATAL;RN;ATIVA;PRIVADO;-5,8672376;-35,2299092;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
09406951000300;FILIAL;2008-03-10;NUNO SEABRA MALDONADO FILHO E OUTRAS;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA SOBRADO GLEBA C;SN;18650000;SOBRADO;SAO MANUEL;SP;ATIVA;PRIVADO;-22,7324847;-48,5724499;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
08637782000500;FILIAL;2012-01-03;ALVARO HENRIQUE GONCALVES;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA JABARANDAIA;SN;14835000;ZONA RURAL;MOTUCA;SP;ATIVA;PRIVADO;-21,5107655;-48,1542166;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
14261075000130;MATRIZ;2011-09-09;IVONEIDE DA SILVA FLORES MEI;2135;EMPRESARIO INDIVIDUAL;RUA VINTE DOIS;109;68540000;VILA NOVA;CONCEICAO DO ARAGUAIA;PA;ATIVA;PRIVADO;-1,233333;-50,366667;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;ALTA
08024365000320;FILIAL;2010-09-02;OLIVEIRA MENDES PEREIRA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO VISTA ALEGRE;SN;15735000;CORREGO DO JAU;APARECIDA D OESTE;SP;ATIVA;PRIVADO;-20,4707873;-50,9080913;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
15236118000190;MATRIZ;2012-03-21;INES SALOTO VIEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOSE RIBEIRO PIMENTEL;S/N;29380000;MENINO JESUS;MUNIZ FREIRE;ES;ATIVA;PRIVADO;-20,4656769;-41,4160225;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
08249863000290;FILIAL;2008-11-02;BEM HUR ARITA;4120;PRODUTOR RURAL PESSOA FISICA;ESTRADA MUNICIPAL VERA CRUZ AO BAIRRO BANDEIRANTES;SN;17560000;BANDEIRANTES;VERA CRUZ;SP;ATIVA;PRIVADO;-22,2220229;-49,8197149;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
08453083000690;FILIAL;2006-11-02;WASHINGTON PEDRO SOARES;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SANTA LUZIA;SN;14180000;ZONA RURAL;PONTAL;SP;ATIVA;PRIVADO;-21,0272962;-48,0352471;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
12456353000180;MATRIZ;2010-08-16;EDIVALDO L DE OLIVEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA GENESIO CARVALHO;100;65750000;CENTRO;ESPERANTINOPOLIS;MA;ATIVA;PRIVADO;-4,8758677;-44,8818142;S/N;0;1;NAO;S/N;NAO;VERDE;MEDIA
04895472000100;MATRIZ;2002-01-07;COMELLI & ASSIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARQUES DE HERVAL;31;79033560;MATA DO JACINTO;CAMPO GRANDE;MS;ATIVA;PRIVADO;-20,4306242;-54,5618952;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
15261885000150;MATRIZ;2012-03-26;ROBERTO CARLOS DE SOUZA E OUTRA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO PARAISO;SN;18230000;COLONIA PINHAL;SAO MIGUEL ARCANJO;SP;ATIVA;PRIVADO;-23,8786864;-47,9940081;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
07571515000190;MATRIZ;2005-08-30;ASSOCIACAO DOS MORADORES DO BAIRRO VENANCIOS II;3999;ASSOCIACAO PRIVADA;RUA 5;93;63700000;VENANCIOS II;CRATEUS;CE;ATIVA;PRIVADO;-5,178204;-40,6695522;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
33219882000130;MATRIZ;1989-05-19;ANTONIO ALMEIDA RODRIGUES ME;2135;EMPRESARIO INDIVIDUAL;QA;4;73752104;SETOR LESTE;PLANALTINA;GO;ATIVA;PRIVADO;-15,453567;-47,6110932;S/N;S/N;S/N;SIM;1;NAO;VERMELHO;BAIXA
11111490000110;MATRIZ;2009-09-02;A & C PRODUCOES E EVENTOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA COMENDADOR JOSE PEREIRA;262;55500000;MARACUJA;ESCADA;PE;ATIVA;PRIVADO;-8,3683859;-35,2354082;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
04872184000130;MATRIZ;2002-01-16;CONDOMINIO ED MADEIRA LADO A;3085;CONDOMINIO EDILICIO;RUA 2;SN;29168004;ANDRE CARLONI;SERRA;ES;ATIVA;PRIVADO;-20,1223327;-40,2009099;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;ALTA
11101269000180;MATRIZ;2009-08-17;PATRICIA FLORES VIEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA BORGES DE MEDEIROS;2767;96450970;CENTRO;DOM PEDRITO;RS;ATIVA;PRIVADO;-30,9704009;-54,6705486;S/N;S/N;S/N;NAO;S/N;NAO;AMARELO;MEDIA
61012019136710;FILIAL;2006-07-14;ASSOCIACAO BRASILEIRA D A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS;3999;ASSOCIACAO PRIVADA;AVENIDA BRUNO RUGGIERO FILHO;1610;13562420;PARQUE SANTA FELICIA JARDIM;SAO CARLOS;SP;ATIVA;PRIVADO;-21,9992052;-47,9158471;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
74024886000140;MATRIZ;1994-01-10;IVETE TEREZINHA BITTINGER HAMMES ME;2135;EMPRESARIO INDIVIDUAL;RUA BENJAMIN CONSTANT;460;79130000;CENTRO;RIO BRILHANTE;MS;ATIVA;PRIVADO;-21,8071621;-54,54509;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
01761163000150;MATRIZ;1997-04-08;CONSELHO ESCOLAR CAROLINA MARIA BEZERRA;3999;ASSOCIACAO PRIVADA;RUA SENADOR PETRONIO PORTELA;25;64690000;CENTRO;FRONTEIRAS;PI;ATIVA;PRIVADO;-7,0909095;-40,6149522;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;BAIXA
82355546000200;FILIAL;1991-02-07;EMBALAGENS CAMPO LARGO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;S/N;S/N;S/N;S/N;S/N;S/N;BAIXADA;PRIVADO;-25,4399139;-49,3068021;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;INATIVA
07454892000140;MATRIZ;2005-05-20;KLEIN LOCACOES PARA EVENTOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JACOB FEDALTO;255;83323100;ESTANCIA PINHAIS;PINHAIS;PR;ATIVA;PRIVADO;-25,4386113;-49,1972179;S/N;1;2;SIM;S/N;NAO;VERDE;ALTA
12118454000140;MATRIZ;2010-06-23;PAULA CAMILA DE MELO DO ESPIRITO SANTO GARCIA MEI;2135;EMPRESARIO INDIVIDUAL;RUA ESMERALDA;60;78008110;BAU;CUIABA;MT;BAIXADA;PRIVADO;-15,5912844;-56,0830822;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
16651872000150;MATRIZ;2012-07-31;ALEXANDRE DOS SANTOS SOARES DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA ALZIRA VIANNA CORREA;167;15047224;PARQUE DA CIDADANIA;SAO JOSE DO RIO PRETO;SP;ATIVA;PRIVADO;-20,811761;-49,3762272;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;BAIXA
06141910000170;MATRIZ;2004-03-10;PALOTINENSE BRITAS E AREIA EIRELI EPP;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;AREA VILA PARAISO;SN;85950000;VILA PARAISO;PALOTINA;PR;ATIVA;PRIVADO;-24,3474741;-53,832562;S/N;3;1;SIM;1;NAO;LARANJA;ALTA
09188539000190;MATRIZ;2007-10-02;CARLANGELA SILVA DOS SANTOS DE OLIVEIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA SEGISMUNDO PEREIRA;1545;38408170;SANTA MONICA;UBERLANDIA;MG;ATIVA;PRIVADO;-18,9192837;-48,2452009;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
09101918000100;MATRIZ;2007-09-26;LAIS RODRIGUES FAGUNDES ME;2135;EMPRESARIO INDIVIDUAL;RUA PRATA;21;38420000;RANCHO ALEGRE;MONTE ALEGRE DE MINAS;MG;ATIVA;PRIVADO;-18,868686;-48,8762735;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
08472275000130;MATRIZ;2006-11-02;GIGA PESO TRANPORTES E GUINDASTES EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA EGITO;164;37901079;NOVO MUNDO;PASSOS;MG;ATIVA;PRIVADO;-20,7221434;-46,6133353;S/N;0;2;SIM;S/N;NAO;AZUL;ALTA
11635155000110;MATRIZ;2009-12-07;IMPORTADORA DE ALIMENTOS INTERPOLOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MENDES CALDEIRA;136;03007060;BRAS;SAO PAULO;SP;BAIXADA;PRIVADO;-23,5402574;-46,6255425;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;INATIVA
08597725000110;MATRIZ;2007-01-23;BAR DO TONINHO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;S/N;S/N;S/N;S/N;S/N;S/N;BAIXADA;PRIVADO;-26,2500365;-49,3835566;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;INATIVA
07870399000100;MATRIZ;2006-03-02;DIONE MARIA BELARMINO PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA SEVERINO PEREIRA LINS;1192;56903270;NOSSA SRA DA CONCEICAO;SERRA TALHADA;PE;ATIVA;PRIVADO;-7,9870974;-38,2906114;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;MEDIA
08942653000100;MATRIZ;2007-07-17;ATELIE PERFIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARECHAL FLORIANO;3298;85810190;CENTRO;CASCAVEL;PR;ATIVA;PRIVADO;-24,9534019;-53,4725595;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
08358647000100;MATRIZ;2006-10-01;ANTONIO CESAR XAVIER DE CARVALHO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA PRESIDENTE VARGAS;SN;64380000;CENTRO;BENEDITINOS;PI;ATIVA;PRIVADO;-5,4553749;-42,3603766;S/N;S/N;S/N;SIM;S/N;NAO;LARANJA;BAIXA
08366826000180;MATRIZ;2006-10-01;R G DE LIMA;2135;EMPRESARIO INDIVIDUAL;RUA DEPUTADO LAURO SODRE LOPES;569;85070000;SANTANA;GUARAPUAVA;PR;ATIVA;PRIVADO;-25,3867318;-51,4489374;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;BAIXA
07194958000100;MATRIZ;2005-01-24;BIRIBA PRODUCOES ARTISTICAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DUQUE DE CAXIAS;1514;69020141;PRACA 14 DE JANEIRO;MANAUS;AM;ATIVA;PRIVADO;-3,1222881;-60,011649;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
07710580000150;MATRIZ;2005-11-01;ASSOCIACAO COMUNITARIA DOS PEQUENOS PRODUTORES DE PREACAS E CACIMBA DE PEDRA;3999;ASSOCIACAO PRIVADA;SITIO PREACAS;SN;58733000;ZONA RURAL;QUIXABA;PB;ATIVA;PRIVADO;-7,0318978;-37,1496108;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
16690776000110;MATRIZ;2012-08-14;MARCO ANTONIO ELEODORO MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA 43;980;14780425;CENTRO;BARRETOS;SP;ATIVA;PRIVADO;-20,5536189;-48,570285;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;MEDIA
09511881000180;MATRIZ;2008-04-08;RAFAEL VIEIRA & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA HENRIQUE BIER;2040;93135000;CAMPINA;SAO LEOPOLDO;RS;BAIXADA;PRIVADO;-29,7386088;-51,166386;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;INATIVA
10638679000100;MATRIZ;2009-01-29;RIO LARGO ADMINISTRACAO SA;2054;SOCIEDADE ANONIMA FECHADA;VILA UTINGA;SN;57100993;ZONA RURAL;RIO LARGO;AL;ATIVA;PRIVADO;-9,4801962;-35,8579881;S/N;3;0;NAO;S/N;NAO;AZUL;MEDIA
10567920000140;MATRIZ;2008-12-03;LUCIANA MARIA BRITTO DA CRUZ ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE ALEXANDRE BUAIZ;190;29050545;ENSEADA DO SUA;VITORIA;ES;ATIVA;PRIVADO;-20,3113258;-40,2912622;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
14605684000160;MATRIZ;2011-11-01;ANA CLAUDIA CARDOZO ROCHA MEI;2135;EMPRESARIO INDIVIDUAL;RUA QUATROCENTOS E SETENTA E SETE NUCLEO IVO FERRONAT;2970;96413518;INDUSTRIAL I;BAGE;RS;ATIVA;PRIVADO;-31,3301424;-54,1004622;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;MEDIA
14381328000100;MATRIZ;2011-09-29;WILSON SILVA SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA MALFLORIANO PEIXOTO;530;49900000;CENTRO;PROPRIA;SE;ATIVA;PRIVADO;-10,2122281;-36,8371852;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
15071086000110;MATRIZ;2012-02-07;AMARILDO DA SILVA CONSTRUTORA ME;2135;EMPRESARIO INDIVIDUAL;RUA FRANCISCO MIGLIORANZA;2665;14402336;JARDIM PALESTINA;FRANCA;SP;ATIVA;PRIVADO;-20,5371016;-47,358317;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
15309229000180;MATRIZ;2012-04-03;RODINEI RODRIGUES DE LIMA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA RUI BARBOSA;1288;19814000;CENTRO;ASSIS;SP;ATIVA;PRIVADO;-22,6613578;-50,4079276;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;MEDIA
94624665000110;MATRIZ;1992-05-29;SPAZZINI TURISMO EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PERNAMBUCO;1640;99701764;JOSE BONIFACIO;ERECHIM;RS;ATIVA;PRIVADO;-27,6335409;-52,2549189;9,000000;3;21;SIM;S/N;NAO;VERDE;ALTA
15792167000100;MATRIZ;2012-06-04;TEC TERRA CONSTRUCAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GRECIA;165;06154050;JARDIM VELOSO;OSASCO;SP;ATIVA;PRIVADO;-23,5607432;-46,8044083;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;MEDIA
14363949000160;MATRIZ;1989-03-08;R SOUZA & SILVA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BEIRA RIO;279;69900000;CIDADE NOVA;RIO BRANCO;AC;BAIXADA;PRIVADO;-9,9498959;-67,8359135;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
24792673000270;FILIAL;1989-06-13;HELIA MARIA VAZ DA SILVA;2135;EMPRESARIO INDIVIDUAL;AVENIDA 85;876;74465539;SETOR MARISTA;GOIANIA;GO;BAIXADA;PRIVADO;-16,6892698;-49,2611465;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
92684091000140;MATRIZ;1966-12-01;COMERCIO DE CARNES PASSO D AREIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ASSIS BRASIL;1517;91010004;PASSO DA AREIA;PORTO ALEGRE;RS;BAIXADA;PRIVADO;-30,0097019;-51,1712523;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
62864301000110;MATRIZ;1990-05-07;MAPAZA COMERCIO DE CAIXAS DE MADEIRA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CARLOS GARCIA;38;03007020;BRAS;SAO PAULO;SP;BAIXADA;PRIVADO;-23,5424395;-46,6276311;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
60261161000160;MATRIZ;1989-03-02;TRANSLEITE THIMAO LTDA SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA MAESTRO DEMETRIO KIPMAN;140;02259090;JACANA;SAO PAULO;SP;BAIXADA;PRIVADO;-23,472142;-46,5809686;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
77415792000270;FILIAL;1983-09-02;TIA ANA PASTELARIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PARANA;3300;85801000;CENTRO;CASCAVEL;PR;BAIXADA;PRIVADO;-24,9541528;-53,4626116;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
11164666000100;MATRIZ;2009-09-23;PADARIA SABOREAR LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MATO GROSSO;1674;35500067;JARDIM NOVA AMERICA;DIVINOPOLIS;MG;BAIXADA;PRIVADO;-20,1511295;-44,8981855;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
09709384000190;MATRIZ;2008-07-04;ELEICAO 2008 GIOVANI VILELA ALVES VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA MAJOR GABRIEL PENHA ANDRADE;55;37447000;CENTRO;MINDURI;MG;BAIXADA;PRIVADO;-21,6821988;-44,6095372;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
10154360000100;MATRIZ;2008-07-15;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO PR PR;3999;ASSOCIACAO PRIVADA;RUA 1O DE MAIO;303;85875000;CENTRO;SANTA TEREZINHA DE ITAIPU;PR;BAIXADA;PRIVADO;-25,4348903;-54,4058177;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
91128702000100;MATRIZ;1986-08-18;MAGNA COMERCIO E REPRESENTACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CARLOS MARIANI;1280;95097640;RIO BRANCO;CAXIAS DO SUL;RS;BAIXADA;PRIVADO;-29,178454;-51,1892009;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
09719537000180;MATRIZ;2008-07-04;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR RS PC DO B;3999;ASSOCIACAO PRIVADA;RUA JOAO XXIII;100;95650000;BOM PASTOR;IGREJINHA;RS;BAIXADA;PRIVADO;-29,5677436;-50,8021898;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
09674026000190;MATRIZ;2008-07-02;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO MG PSDB;3999;ASSOCIACAO PRIVADA;PRACA SAO JOSE;222;35810970;CENTRO;PASSABEM;MG;BAIXADA;PRIVADO;-19,3515645;-43,1386693;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
11424576000100;MATRIZ;2009-12-02;ANA CARLA LIMA FONSECA FARIAS ME;2135;EMPRESARIO INDIVIDUAL;PRACA DUQUE DE CAXIAS;SN;44571000;CENTRO;SANTO ANTONIO DE JESUS;BA;BAIXADA;PRIVADO;-12,9711269;-39,2611666;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
12161114000100;MATRIZ;2010-07-05;QUEILA CARVALHO DE SOUZA ME;2135;EMPRESARIO INDIVIDUAL;RUA CELESTINO TIBURTINO;81;29830000;BONFIM;NOVA VENECIA;ES;BAIXADA;PRIVADO;-18,7146195;-40,4067828;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
40974735000130;MATRIZ;1992-03-01;MARISTER ALVES DE OLIVEIRA LIMA;2135;EMPRESARIO INDIVIDUAL;RUA SENHOR DOS PASSOS;236;58015400;JAGUARIBE;JOAO PESSOA;PB;BAIXADA;PRIVADO;-7,1339315;-34,8746835;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
03370324000100;MATRIZ;1999-08-19;EDUARDO JOSE LACERDA PRUDENCIO;2135;EMPRESARIO INDIVIDUAL;AVENIDA WASHINGTON LUIS;196A;11050200;VILA MATIAS;SANTOS;SP;BAIXADA;PRIVADO;-23,9467355;-46,3358222;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
